Decorated function name;Undecorated function name;Average elapsed time (nanoseconds);Minimum elapsed time (nanoseconds);Maximum elapsed time (nanoseconds);Standard deviation (nanoseconds);Occurrences
?help_one_group@Options@cxxopts@@AEBA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AEBV34@@Z;class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > __cdecl cxxopts::Options::help_one_group(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64)const __ptr64;8162100;8162100;8162100;0;1
??$_Get_size_of_n@$0BA@@std@@YA_K_K@Z;unsigned __int64 __cdecl std::_Get_size_of_n<16>(unsigned __int64);8058894;263000;69892400;21849490;18
?_Maklocwcs@std@@YAPEA_WPEB_W@Z;wchar_t * __ptr64 __cdecl std::_Maklocwcs(wchar_t const * __ptr64);8019950;547600;15492300;7472350;2
??$_Maklocstr@D@std@@YAPEADPEBDPEADAEBU_Cvtvec@@@Z;char * __ptr64 __cdecl std::_Maklocstr<char>(char const * __ptr64,char * __ptr64,struct _Cvtvec const & __ptr64);7957000;657800;15256200;7299200;2
?_Unchecked_erase@?$_Hash@V?$_Umap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileCompilationData@@V?$_Uhash_compare@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileCompilationData@@@std@@@2@$0A@@std@@@std@@AEAAPEAU?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileCompilationData@@@std@@PEAX@2@PEAU32@QEAU32@@Z;struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData>,void * __ptr64> * __ptr64 __cdecl std::_Hash<class std::_Umap_traits<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct FileCompilationData,class std::_Uhash_compare<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,str;7623200;7623200;7623200;0;1
?__empty_global_delete@@YAXPEAX@Z;void __cdecl __empty_global_delete(void * __ptr64);6950257;176400;87354100;22314880;14
?_Match_pat@?$_Matcher@PEBDDV?$regex_traits@D@std@@PEBD@std@@AEAA_NPEAV_Node_base@2@@Z;bool __cdecl std::_Matcher<char const * __ptr64,char,class std::regex_traits<char>,char const * __ptr64>::_Match_pat(class std::_Node_base * __ptr64) __ptr64;6833100;6833100;6833100;0;1
?_Orphan_non_end@?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileCompilationData@@@std@@@std@@@std@@QEAAXXZ;void __cdecl std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData> > >::_Orphan_non_end(void) __ptr64;6672200;6672200;6672200;0;1
?ExportTo@TemplateInstantiationsExporter@@QEBA_NAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z;bool __cdecl TemplateInstantiationsExporter::ExportTo(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64)const __ptr64;6584000;6584000;6584000;0;1
?__empty_global_delete@@YAXPEAX_K@Z;void __cdecl __empty_global_delete(void * __ptr64,unsigned __int64);6571407;182500;87362200;22411168;14
??$?0AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@?$_List_node_emplace_op2@V?$allocator@U?$_List_node@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PEAX@std@@@std@@@std@@QEAA@AEAV?$allocator@U?$_List_node@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PEAX@std@@@1@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@@Z;__cdecl std::_List_node_emplace_op2<class std::allocator<struct std::_List_node<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,void * __ptr64> > >::_List_node_emplace_op2<class std::allocator<struct std::_List_node<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,void * __ptr64> > ><class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64>(class std::allocator<struct std::_List_no;6487000;6487000;6487000;0;1
??$_Emplace_back_with_unused_capacity@AEBK@?$vector@KV?$allocator@K@std@@@std@@AEAA@AEBK@Z;__cdecl std::vector<unsigned long,class std::allocator<unsigned long> >::_Emplace_back_with_unused_capacity<unsigned long const & __ptr64>(unsigned long const & __ptr64) __ptr64;6482300;6482300;6482300;0;1
??0BuildAnalyzer@@QEAA@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AEBUAnalysisOptions@0@@Z;__cdecl BuildAnalyzer::BuildAnalyzer(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64,struct BuildAnalyzer::AnalysisOptions const & __ptr64) __ptr64;6274800;6274800;6274800;0;1
??0BuildTimelineExporter@@QEAA@AEBVBuildTimeline@@AEBV?$unordered_set@_KU?$hash@_K@std@@U?$equal_to@_K@2@V?$allocator@_K@2@@std@@@Z;__cdecl BuildTimelineExporter::BuildTimelineExporter(class BuildTimeline const & __ptr64,class std::unordered_set<unsigned __int64,struct std::hash<unsigned __int64>,struct std::equal_to<unsigned __int64>,class std::allocator<unsigned __int64> > const & __ptr64) __ptr64;5940500;5940500;5940500;0;1
??$get@$0A@AEAULocalThreadData@PackedProcessThreadRemapper@@@std@@YAAEAULocalThreadData@PackedProcessThreadRemapper@@$$QEAV?$tuple@AEAULocalThreadData@PackedProcessThreadRemapper@@@0@@Z;??$get@$0A@AEAULocalThreadData@PackedProcessThreadRemapper@@@std@@YAAEAULocalThreadData@PackedProcessThreadRemapper@@$$QEAV?$tuple@AEAULocalThreadData@PackedProcessThreadRemapper@@@0@@Z;5937800;5937800;5937800;0;1
??0?$_Vector_val@U?$_Simple_types@PEAVIAnalyzer@BuildInsights@Cpp@Microsoft@@@std@@@std@@QEAA@XZ;__cdecl std::_Vector_val<struct std::_Simple_types<class Microsoft::Cpp::BuildInsights::IAnalyzer * __ptr64> >::_Vector_val<struct std::_Simple_types<class Microsoft::Cpp::BuildInsights::IAnalyzer * __ptr64> >(void) __ptr64;5752900;5752900;5752900;0;1
?_Get_first@?$_Compressed_pair@V?$allocator@D@std@@V?$_String_val@U?$_Simple_types@D@std@@@2@$00@std@@QEAAAEAV?$allocator@D@2@XZ;class std::allocator<char> & __ptr64 __cdecl std::_Compressed_pair<class std::allocator<char>,class std::_String_val<struct std::_Simple_types<char> >,1>::_Get_first(void) __ptr64;5655831;220200;80785600;19453009;16
?_Allocate@?$_Alloc_construct_ptr@V?$allocator@U?$_List_node@U?$pair@$$CB_KV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@PEAX@std@@@std@@@std@@QEAAXXZ;void __cdecl std::_Alloc_construct_ptr<class std::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,void * __ptr64> > >::_Allocate(void) __ptr64;5483600;304400;10662800;5179200;2
?_Get_first@?$_Compressed_pair@V?$allocator@U?$pair@PEBVTimelineEntry@@PEAULocalThreadData@PackedProcessThreadRemapper@@@std@@@std@@V?$_Vector_val@U?$_Simple_types@U?$pair@PEBVTimelineEntry@@PEAULocalThreadData@PackedProcessThreadRemapper@@@std@@@std@@@2@$00@std@@QEAAAEAV?$allocator@U?$pair@PEBVTimelineEntry@@PEAULocalThreadData@PackedProcessThreadRemapper@@@std@@@2@XZ;class std::allocator<struct std::pair<class TimelineEntry const * __ptr64,struct PackedProcessThreadRemapper::LocalThreadData * __ptr64> > & __ptr64 __cdecl std::_Compressed_pair<class std::allocator<struct std::pair<class TimelineEntry const * __ptr64,struct PackedProcessThreadRemapper::LocalThreadData * __ptr64> >,class std::_Vector_val<struct std::_Simple_types<struct std::pair<class TimelineEntry const * __ptr64,struct PackedProcessThreadRemapper::LocalThreadData * __ptr64> > >,1>::_Get_first(void) __;5428400;5428400;5428400;0;1
?_Large_string_engaged@?$_String_val@U?$_Simple_types@D@std@@@std@@QEBA_NXZ;bool __cdecl std::_String_val<struct std::_Simple_types<char> >::_Large_string_engaged(void)const __ptr64;5222106;213300;79857500;19270805;16
??$?0$$V@?$_Compressed_pair@V?$allocator@D@std@@V?$_String_val@U?$_Simple_types@D@std@@@2@$00@std@@QEAA@U_Zero_then_variadic_args_t@1@@Z;??$?0$$V@?$_Compressed_pair@V?$allocator@D@std@@V?$_String_val@U?$_Simple_types@D@std@@@2@$00@std@@QEAA@U_Zero_then_variadic_args_t@1@@Z;5023007;280000;56428600;14904342;13
?_Get_first@?$_Compressed_pair@V?$allocator@UDataPerFile@?A0x120c265a@@@std@@V?$_Vector_val@U?$_Simple_types@UDataPerFile@?A0x120c265a@@@std@@@2@$00@std@@QEBAAEBV?$allocator@UDataPerFile@?A0x120c265a@@@2@XZ;class std::allocator<struct `anonymous namespace'::DataPerFile> const & __ptr64 __cdecl std::_Compressed_pair<class std::allocator<struct `anonymous namespace'::DataPerFile>,class std::_Vector_val<struct std::_Simple_types<struct `anonymous namespace'::DataPerFile> >,1>::_Get_first(void)const __ptr64;4859700;4859700;4859700;0;1
??1?$unordered_map@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@std@@@2@@std@@QEAA@XZ;__cdecl std::unordered_map<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_trait;4742700;4742700;4742700;0;1
?u32toa@internal@rapidjson@@YAPEADIPEAD@Z;char * __ptr64 __cdecl rapidjson::internal::u32toa(unsigned int,char * __ptr64);4700800;4700800;4700800;0;1
?CalculateChildrenRawLocalThreadId@PackedProcessThreadRemapper@@AEAAXPEBVTimelineEntry@@@Z;void __cdecl PackedProcessThreadRemapper::CalculateChildrenRawLocalThreadId(class TimelineEntry const * __ptr64) __ptr64;4622600;4622600;4622600;0;1
?CalculateChildrenRequiredThreadIdToFitHierarchy@PackedProcessThreadRemapper@@AEAAXPEBVTimelineEntry@@@Z;void __cdecl PackedProcessThreadRemapper::CalculateChildrenRequiredThreadIdToFitHierarchy(class TimelineEntry const * __ptr64) __ptr64;4567300;4567300;4567300;0;1
??1?$_Hash_vec@V?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KUProcessThreadRemap@@@std@@@std@@@std@@@std@@@std@@@std@@QEAA@XZ;__cdecl std::_Hash_vec<class std::allocator<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct ProcessThreadRemap> > > > > >::~_Hash_vec<class std::allocator<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct ProcessThreadRemap> > > > > >(void) __ptr64;4461700;4461700;4461700;0;1
?CalculateRootProcessIdRemappings@PackedProcessThreadRemapper@@AEAAXPEBVBuildTimeline@@@Z;void __cdecl PackedProcessThreadRemapper::CalculateRootProcessIdRemappings(class BuildTimeline const * __ptr64) __ptr64;4422500;4422500;4422500;0;1
?ExportTo@FunctionCompilationsExporter@@QEBA_NAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z;bool __cdecl FunctionCompilationsExporter::ExportTo(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64)const __ptr64;4381800;4381800;4381800;0;1
??0BuildTimelineAnalyzer@@QEAA@XZ;__cdecl BuildTimelineAnalyzer::BuildTimelineAnalyzer(void) __ptr64;4301800;4301800;4301800;0;1
?u64toa@internal@rapidjson@@YAPEAD_KPEAD@Z;char * __ptr64 __cdecl rapidjson::internal::u64toa(unsigned __int64,char * __ptr64);4240500;4240500;4240500;0;1
?ExportTemplateInstantiationsData@BuildAnalyzer@@QEBA_NAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z;bool __cdecl BuildAnalyzer::ExportTemplateInstantiationsData(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64)const __ptr64;4230400;4230400;4230400;0;1
__JustMyCode_Default;__JustMyCode_Default;4202895;312500;69617100;14284284;22
??$_Deallocate@$0BA@$0A@@std@@YAXPEAX_K@Z;void __cdecl std::_Deallocate<16,0>(void * __ptr64,unsigned __int64);4164733;279800;69553600;15859163;18
??$?0AEBV?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unordered_set@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@$0A@@?$_Hash_vec@V?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unordered_set@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@std@@@std@@@std@@QEAA@AEBV?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unordered_set@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@1@@Z;__cdecl std::_Hash_vec<class std::allocator<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::unordered_set<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<c;4142800;4142800;4142800;0;1
?__autoclassinit2@?$_List_unchecked_const_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unordered_set@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@U_Iterator_base0@2@@std@@QEAAX_K@Z;void __cdecl std::_List_unchecked_const_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::unordered_set<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<cha;4097150;271900;7922400;3825250;2
??0_Iterator_base12@std@@QEAA@AEBU01@@Z;__cdecl std::_Iterator_base12::_Iterator_base12(struct std::_Iterator_base12 const & __ptr64) __ptr64;4043645;236900;41593000;11874260;11
??0?$_Alloc_construct_ptr@V?$allocator@U?$_List_node@U?$pair@$$CB_KV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@PEAX@std@@@std@@@std@@QEAA@AEAV?$allocator@U?$_List_node@U?$pair@$$CB_KV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@PEAX@std@@@1@@Z;__cdecl std::_Alloc_construct_ptr<class std::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,void * __ptr64> > >::_Alloc_construct_ptr<class std::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,void * __ptr64> > >(class std::allocator<struct std::_List_node<struct std::pair<uns;3962450;259000;7665900;3703450;2
?ExportTo@BuildTimelineExporter@@QEBA_NAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z;bool __cdecl BuildTimelineExporter::ExportTo(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64)const __ptr64;3916700;3916700;3916700;0;1
??0_Iterator_base12@std@@QEAA@XZ;__cdecl std::_Iterator_base12::_Iterator_base12(void) __ptr64;3868726;214500;54677500;13579230;15
??$addressof@U_Container_proxy@std@@@std@@YAPEAU_Container_proxy@0@AEAU10@@Z;struct std::_Container_proxy * __ptr64 __cdecl std::addressof<struct std::_Container_proxy>(struct std::_Container_proxy & __ptr64);3867472;197100;65395400;14922954;18
??$forward@V?$tuple@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@@std@@YA$$QEAV?$tuple@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@0@AEAV10@@Z;??$forward@V?$tuple@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@@std@@YA$$QEAV?$tuple@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@0@AEAV10@@Z;3756850;213400;14335400;6107540;4
??$exchange@_KAEB_K@std@@YA_KAEA_KAEB_K@Z;unsigned __int64 __cdecl std::exchange<unsigned __int64,unsigned __int64 const & __ptr64>(unsigned __int64 & __ptr64,unsigned __int64 const & __ptr64);3729850;268900;7190800;3460950;2
??$_Partition_by_median_guess_unchecked@PEAUDataPerFile@?A0x120c265a@@V<lambda_1fae86a0efb35da210a6f82844560f44>@@@std@@YA?AU?$pair@PEAUDataPerFile@?A0x120c265a@@PEAU12@@0@PEAUDataPerFile@?A0x120c265a@@0V<lambda_1fae86a0efb35da210a6f82844560f44>@@@Z;struct std::pair<struct `anonymous namespace'::DataPerFile * __ptr64,struct A0x120c265a::DataPerFile * __ptr64> __cdecl std::_Partition_by_median_guess_unchecked<struct `anonymous namespace'::DataPerFile * __ptr64,class <lambda_1fae86a0efb35da210a6f82844560f44> >(struct `anonymous namespace'::DataPerFile * __ptr64,struct `anonymous namespace'::DataPerFile * __ptr64,class <lambda_1fae86a0efb35da210a6f82844560f44>);3702000;3702000;3702000;0;1
?_Allocate@?$_Alloc_construct_ptr@V?$allocator@U?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@PEAX@std@@@std@@@std@@QEAAXXZ;void __cdecl std::_Alloc_construct_ptr<class std::allocator<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > > >,void * __ptr64> > >::_Allocate(void) __ptr64;3587350;415800;6758900;3171550;2
?_Get_max_bucket_size@?$_Uhash_compare@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@std@@QEAAAEAMXZ;float & __ptr64 __cdecl std::_Uhash_compare<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Get_max_bucket_size(void) __ptr64;3582900;212800;20307700;7479574;6
??$TranscodeUnsafe@U?$GenericStringStream@U?$UTF8@D@rapidjson@@@rapidjson@@V?$BasicOStreamWrapper@V?$basic_ostream@DU?$char_traits@D@std@@@std@@@2@@?$Transcoder@U?$UTF8@D@rapidjson@@U12@@rapidjson@@SA_NAEAU?$GenericStringStream@U?$UTF8@D@rapidjson@@@1@AEAV?$BasicOStreamWrapper@V?$basic_ostream@DU?$char_traits@D@std@@@std@@@1@@Z;static bool __cdecl rapidjson::Transcoder<struct rapidjson::UTF8<char>,struct rapidjson::UTF8<char> >::TranscodeUnsafe<struct rapidjson::GenericStringStream<struct rapidjson::UTF8<char> >,class rapidjson::BasicOStreamWrapper<class std::basic_ostream<char,struct std::char_traits<char> > > >(struct rapidjson::GenericStringStream<struct rapidjson::UTF8<char> > & __ptr64,class rapidjson::BasicOStreamWrapper<class std::basic_ostream<char,struct std::char_traits<char> > > & __ptr64);3525800;3525800;3525800;0;1
