Decorated function name;Undecorated function name;Total elapsed time (nanoseconds);Average elapsed time (nanoseconds);Occurrences
?AddEntry@BuildTimelineExporter@@AEBAXPEBVTimelineEntry@@AEAV?$GenericValue@U?$UTF8@D@rapidjson@@V?$MemoryPoolAllocator@VCrtAllocator@rapidjson@@@2@@rapidjson@@AEAV?$GenericDocument@U?$UTF8@D@rapidjson@@V?$MemoryPoolAllocator@VCrtAllocator@rapidjson@@@2@VCrtAllocator@2@@4@AEBVProcessIdThreadIdRecalculation@@@Z;void __cdecl BuildTimelineExporter::AddEntry(class TimelineEntry const * __ptr64,class rapidjson::GenericValue<struct rapidjson::UTF8<char>,class rapidjson::MemoryPoolAllocator<class rapidjson::CrtAllocator> > & __ptr64,class rapidjson::GenericDocument<struct rapidjson::UTF8<char>,class rapidjson::MemoryPoolAllocator<class rapidjson::CrtAllocator>,class rapidjson::CrtAllocator> & __ptr64,class ProcessIdThreadIdRecalculation const & __ptr64)const __ptr64;6609537;6609537;1
??$_Maklocstr@_W@std@@YAPEA_WPEBDPEA_WAEBU_Cvtvec@@@Z;wchar_t * __ptr64 __cdecl std::_Maklocstr<wchar_t>(char const * __ptr64,wchar_t * __ptr64,struct _Cvtvec const & __ptr64);13043367;6521683;2
??H?$_Vb_iterator@U?$_Wrap_alloc@V?$allocator@I@std@@@std@@@std@@QEBA?AV01@_J@Z;class std::_Vb_iterator<struct std::_Wrap_alloc<class std::allocator<unsigned int> > > __cdecl std::_Vb_iterator<struct std::_Wrap_alloc<class std::allocator<unsigned int> > >::operator+(__int64)const __ptr64;6409198;6409198;1
?_Forced_rehash@?$_Hash@V?$_Umap_traits@_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@V?$_Uhash_compare@_KU?$hash@_K@std@@U?$equal_to@_K@2@@std@@V?$allocator@U?$pair@$$CB_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@@std@@@4@$0A@@std@@@std@@IEAAX_K@Z;void __cdecl std::_Hash<class std::_Umap_traits<unsigned __int64,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset,class std::_Uhash_compare<unsigned __int64,struct std::hash<unsigned __int64>,struct std::equal_to<unsigned __int64> >,class std::allocator<struct std::pair<unsigned __int64 const ,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset> >,0> >::_Forced_rehash(unsigned __int64) __ptr64;5519579;5519579;1
?BuildAnalyzerList@BuildAnalyzer@@AEAA?AV?$vector@PEAVIAnalyzer@BuildInsights@Cpp@Microsoft@@V?$allocator@PEAVIAnalyzer@BuildInsights@Cpp@Microsoft@@@std@@@std@@AEBUAnalysisOptions@1@@Z;class std::vector<class Microsoft::Cpp::BuildInsights::IAnalyzer * __ptr64,class std::allocator<class Microsoft::Cpp::BuildInsights::IAnalyzer * __ptr64> > __cdecl BuildAnalyzer::BuildAnalyzerList(struct BuildAnalyzer::AnalysisOptions const & __ptr64) __ptr64;5366451;5366451;1
??__Es_defaultOutputPathFunctionCompilations@?A0xe8409837@@YAXXZ;void __cdecl `anonymous namespace'::`dynamic initializer for 's_defaultOutputPathFunctionCompilations''(void);5256840;5256840;1
??$fill@PEAV?$_List_unchecked_const_iterator@V?$_List_val@U?$_List_simple_types@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@@std@@U_Iterator_base0@2@@std@@V12@@std@@YAXQEAV?$_List_unchecked_const_iterator@V?$_List_val@U?$_List_simple_types@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@@std@@U_Iterator_base0@2@@0@0AEBV10@@Z;void __cdecl std::fill<class std::_List_unchecked_const_iterator<class std::_List_val<struct std::_List_simple_types<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,struct std::_Iterator_base0> * __ptr64,class std::_List_unchecked_const_iterator<class std::_List_val<struct std::_List_simple_types<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,struct std::_Iterator_base0> >(class std::_List_unchecked_const_iterator<cla;10059632;5029816;2
?_Forced_rehash@?$_Hash@V?$_Umap_traits@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@V?$_Uhash_compare@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@U?$hash@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@@2@U?$equal_to@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@@2@@2@V?$allocator@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@@2@$0A@@std@@@std@@IEAAX_K@Z;void __cdecl std::_Hash<class std::_Umap_traits<class std::shared_ptr<class cxxopts::OptionDetails>,class cxxopts::OptionValue,class std::_Uhash_compare<class std::shared_ptr<class cxxopts::OptionDetails>,struct std::hash<class std::shared_ptr<class cxxopts::OptionDetails> >,struct std::equal_to<class std::shared_ptr<class cxxopts::OptionDetails> > >,class std::allocator<struct std::pair<class std::shared_ptr<class cxxopts::OptionDetails> const ,class cxxopts::OptionValue> >,0> >::_Forced_rehash(unsigned ;4558117;4558117;1
?ExportTo@FileInclusionTimesExporter@@QEBA_NAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z;bool __cdecl FileInclusionTimesExporter::ExportTo(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64)const __ptr64;4547033;4547033;1
?clear@?$vector@KV?$allocator@K@std@@@std@@QEAAXXZ;void __cdecl std::vector<unsigned long,class std::allocator<unsigned long> >::clear(void) __ptr64;4404168;4404168;1
?u64toa@internal@rapidjson@@YAPEAD_KPEAD@Z;char * __ptr64 __cdecl rapidjson::internal::u64toa(unsigned __int64,char * __ptr64);4296199;4296199;1
?_Construct_lv_contents@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AEAAXAEBV12@@Z;void __cdecl std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Construct_lv_contents(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64) __ptr64;25630635;4271772;6
?CalculateThreadIdRemaps@ProcessIdThreadIdRecalculation@@AEAAXXZ;void __cdecl ProcessIdThreadIdRecalculation::CalculateThreadIdRemaps(void) __ptr64;4156208;4156208;1
??$_Erase_tree@V?$allocator@U?$_Tree_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@PEAX@std@@@std@@@?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@@std@@@std@@QEAAXAEAV?$allocator@U?$_Tree_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@PEAX@std@@@1@PEAU?$_Tree_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@PEAX@1@@Z;void __cdecl std::_Tree_val<struct std::_Tree_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails> > >::_Erase_tree<class std::allocator<struct std::_Tree_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails>,void * __ptr64> > >(class std::allocator<struct std::_Tree_node<struct std::pair<class std::basic_;4048238;4048238;1
??0?$_Parser@PEBDDV?$regex_traits@D@std@@@std@@QEAA@AEBV?$regex_traits@D@1@PEBD1W4syntax_option_type@regex_constants@1@@Z;__cdecl std::_Parser<char const * __ptr64,char,class std::regex_traits<char> >::_Parser<char const * __ptr64,char,class std::regex_traits<char> >(class std::regex_traits<char> const & __ptr64,char const * __ptr64,char const * __ptr64,enum std::regex_constants::syntax_option_type) __ptr64;4005954;4005954;1
?add_option@Options@cxxopts@@QEAAXAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@00V34@V?$shared_ptr@$$CBVValue@cxxopts@@@4@1@Z;void __cdecl cxxopts::Options::add_option(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::shared_ptr<class cxxopts::Value const >,class std::basic_;3918100;3918100;1
?ExportTo@FileInclusionGraphExporter@@QEBA_NAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z;bool __cdecl FileInclusionGraphExporter::ExportTo(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64)const __ptr64;3746499;3746499;1
?_Get_first@?$_Compressed_pair@V?$allocator@PEAVTimelineEntry@@@std@@V?$_Vector_val@U?$_Simple_types@PEAVTimelineEntry@@@std@@@2@$00@std@@QEAAAEAV?$allocator@PEAVTimelineEntry@@@2@XZ;class std::allocator<class TimelineEntry * __ptr64> & __ptr64 __cdecl std::_Compressed_pair<class std::allocator<class TimelineEntry * __ptr64>,class std::_Vector_val<struct std::_Simple_types<class TimelineEntry * __ptr64> >,1>::_Get_first(void) __ptr64;7492997;3746498;2
??$?6U?$char_traits@D@std@@@std@@YAAEAV?$basic_ostream@DU?$char_traits@D@std@@@0@AEAV10@PEBD@Z;class std::basic_ostream<char,struct std::char_traits<char> > & __ptr64 __cdecl std::operator<<<struct std::char_traits<char> >(class std::basic_ostream<char,struct std::char_traits<char> > & __ptr64,char const * __ptr64);18679945;3735989;5
??1?$_Vector_const_iterator@V?$_Vector_val@U?$_Simple_types@UDataPerFunction@FunctionCompilationsExporter@@@std@@@std@@@std@@QEAA@XZ;__cdecl std::_Vector_const_iterator<class std::_Vector_val<struct std::_Simple_types<struct FunctionCompilationsExporter::DataPerFunction> > >::~_Vector_const_iterator<class std::_Vector_val<struct std::_Simple_types<struct FunctionCompilationsExporter::DataPerFunction> > >(void) __ptr64;3706677;3706677;1
?UndecorateFunction@CppBuildInsightsDataConversion@Utilities@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AEBV34@@Z;class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > __cdecl Utilities::CppBuildInsightsDataConversion::UndecorateFunction(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64);3610203;3610203;1
??$_Try_emplace@AEB_KAEAPEBVTimelineEntry@@AEAK@?$_Hash@V?$_Umap_traits@_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@V?$_Uhash_compare@_KU?$hash@_K@std@@U?$equal_to@_K@2@@std@@V?$allocator@U?$pair@$$CB_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@@std@@@4@$0A@@std@@@std@@IEAA?AU?$pair@PEAU?$_List_node@U?$pair@$$CB_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@@std@@PEAX@std@@_N@1@AEB_KAEAPEBVTimelineEntry@@AEAK@Z;struct std::pair<struct std::_List_node<struct std::pair<unsigned __int64 const ,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset>,void * __ptr64> * __ptr64,bool> __cdecl std::_Hash<class std::_Umap_traits<unsigned __int64,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset,class std::_Uhash_compare<unsigned __int64,struct std::hash<unsigned __int64>,struct std::equal_to<unsigned __int64> >,class std::allocator<struct std::pair<unsigned __int;3577360;3577360;1
?ExportTo@FunctionCompilationsExporter@@QEBA_NAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z;bool __cdecl FunctionCompilationsExporter::ExportTo(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64)const __ptr64;3549034;3549034;1
??$use_facet@V?$ctype@D@std@@@std@@YAAEBV?$ctype@D@0@AEBVlocale@0@@Z;class std::ctype<char> const & __ptr64 __cdecl std::use_facet<class std::ctype<char> >(class std::locale const & __ptr64);3529739;3529739;1
?_Do_class@?$_Matcher@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@DV?$regex_traits@D@2@V12@@std@@AEAA_NPEAV_Node_base@2@@Z;bool __cdecl std::_Matcher<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > >,char,class std::regex_traits<char>,class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Do_class(class std::_Node_base * __ptr64) __ptr64;3483349;3483349;1
??0FileInclusionTimesExporter@@QEAA@AEBV?$unordered_map@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@@2@@std@@@Z;__cdecl FileInclusionTimesExporter::FileInclusionTimesExporter(class std::unordered_map<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string;3338842;3338842;1
?_Do_if@?$_Matcher@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@DV?$regex_traits@D@2@V12@@std@@AEAA_NPEAV_Node_if@2@@Z;bool __cdecl std::_Matcher<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > >,char,class std::regex_traits<char>,class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Do_if(class std::_Node_if * __ptr64) __ptr64;3291631;3291631;1
?ApplyThreadIdRemap@ProcessIdThreadIdRecalculation@@AEAAKPEBVTimelineEntry@@AEBV?$unordered_map@_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@U?$hash@_K@std@@U?$equal_to@_K@4@V?$allocator@U?$pair@$$CB_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@@std@@@4@@std@@AEBK2@Z;unsigned long __cdecl ProcessIdThreadIdRecalculation::ApplyThreadIdRemap(class TimelineEntry const * __ptr64,class std::unordered_map<unsigned __int64,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset,struct std::hash<unsigned __int64>,struct std::equal_to<unsigned __int64>,class std::allocator<struct std::pair<unsigned __int64 const ,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset> > > const & __ptr64,unsigned long const & __ptr64,unsigned;3234978;3234978;1
??$_Try_emplace@AEB_KU?$pair@KH@std@@@?$_Hash@V?$_Umap_traits@_KU?$pair@KK@std@@V?$_Uhash_compare@_KU?$hash@_K@std@@U?$equal_to@_K@2@@2@V?$allocator@U?$pair@$$CB_KU?$pair@KK@std@@@std@@@2@$0A@@std@@@std@@IEAA?AU?$pair@PEAU?$_List_node@U?$pair@$$CB_KU?$pair@KK@std@@@std@@PEAX@std@@_N@1@AEB_K$$QEAU?$pair@KH@1@@Z;??$_Try_emplace@AEB_KU?$pair@KH@std@@@?$_Hash@V?$_Umap_traits@_KU?$pair@KK@std@@V?$_Uhash_compare@_KU?$hash@_K@std@@U?$equal_to@_K@2@@2@V?$allocator@U?$pair@$$CB_KU?$pair@KK@std@@@std@@@2@$0A@@std@@@std@@IEAA?AU?$pair@PEAU?$_List_node@U?$pair@$$CB_KU?$pair@KK@std@@@std@@PEAX@std@@_N@1@AEB_K$$QEAU?$pair@KH@1@@Z;3201315;3201315;1
??$_Compare@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@V12@V?$regex_traits@D@2@@std@@YA?AV?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@0@V10@000AEBV?$regex_traits@D@0@W4syntax_option_type@regex_constants@0@@Z;class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > __cdecl std::_Compare<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > >,class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > >,class std::regex_traits<char> >(class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > >,class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<;3182020;3182020;1
?_Do_rep0@?$_Matcher@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@DV?$regex_traits@D@2@V12@@std@@AEAA_NPEAV_Node_rep@2@_N@Z;bool __cdecl std::_Matcher<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > >,char,class std::regex_traits<char>,class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Do_rep0(class std::_Node_rep * __ptr64,bool) __ptr64;3157798;3157798;1
?_Insert_x@?$vector@_NV?$allocator@_N@std@@@std@@QEAA_KV?$_Vb_const_iterator@U?$_Wrap_alloc@V?$allocator@I@std@@@std@@@2@_K@Z;unsigned __int64 __cdecl std::vector<bool,class std::allocator<bool> >::_Insert_x(class std::_Vb_const_iterator<struct std::_Wrap_alloc<class std::allocator<unsigned int> > >,unsigned __int64) __ptr64;3141377;3141377;1
??$_Uninitialized_move@PEAV?$sub_match@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@V?$allocator@V?$sub_match@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@@2@@std@@YAPEAV?$sub_match@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@0@QEAV10@0PEAV10@AEAV?$allocator@V?$sub_match@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@@0@@Z;class std::sub_match<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > > * __ptr64 __cdecl std::_Uninitialized_move<class std::sub_match<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > > * __ptr64,class std::allocator<class std::sub_match<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > > > >(class std::sub_match<class std::_String_const_iterator<class std::_String_val<struct;3060092;3060092;1
??$Decode@U?$GenericStringStream@U?$UTF8@D@rapidjson@@@rapidjson@@@?$UTF8@D@rapidjson@@SA_NAEAU?$GenericStringStream@U?$UTF8@D@rapidjson@@@1@PEAI@Z;static bool __cdecl rapidjson::UTF8<char>::Decode<struct rapidjson::GenericStringStream<struct rapidjson::UTF8<char> > >(struct rapidjson::GenericStringStream<struct rapidjson::UTF8<char> > & __ptr64,unsigned int * __ptr64);3052703;3052703;1
??$_Emplace_reallocate@AEBQEAVTimelineEntry@@@?$vector@PEAVTimelineEntry@@V?$allocator@PEAVTimelineEntry@@@std@@@std@@QEAAPEAPEAVTimelineEntry@@QEAPEAV2@AEBQEAV2@@Z;class TimelineEntry * __ptr64 * __ptr64 __cdecl std::vector<class TimelineEntry * __ptr64,class std::allocator<class TimelineEntry * __ptr64> >::_Emplace_reallocate<class TimelineEntry * __ptr64 const & __ptr64>(class TimelineEntry * __ptr64 * __ptr64 const,class TimelineEntry * __ptr64 const & __ptr64) __ptr64;5975677;2987838;2
??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QEAA@AEBV01@@Z;__cdecl std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64) __ptr64;17832200;2972033;6
?_Forced_rehash@?$_Hash@V?$_Umap_traits@_KV?$vector@_KV?$allocator@_K@std@@@std@@V?$_Uhash_compare@_KU?$hash@_K@std@@U?$equal_to@_K@2@@2@V?$allocator@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@@2@$0A@@std@@@std@@IEAAX_K@Z;void __cdecl std::_Hash<class std::_Umap_traits<unsigned __int64,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> >,class std::_Uhash_compare<unsigned __int64,struct std::hash<unsigned __int64>,struct std::equal_to<unsigned __int64> >,class std::allocator<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > > >,0> >::_Forced_rehash(unsigned __int64) __ptr64;2859343;2859343;1
